,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
205,Clark University,1,2304.0,Moderately difficult,59.0,3.67,640.0,653.0,58430.0,,,47200.0,,,9480.0,92.0,32759.0,32318.0
206,Clarke University,1,761.0,Moderately difficult,63.0,3.41,,,47500.0,,,33350.0,,,9600.0,,,39907.0
207,Clarkson College,1,658.0,Moderately difficult,55.0,Not reported,,,,,,,,,,73.0,8903.0,13931.0
208,Clarkson University,1,3091.0,Very difficult,71.0,3.70,640.0,620.0,70228.0,,,51128.0,,,15340.0,90.0,47173.0,31000.0
209,Clayton State University,0,6555.0,Minimally difficult,48.0,3.02,460.0,491.0,,16590.0,29666.0,,6410.0,19486.0,10180.0,52.0,11230.0,30423.0
210,Clear Creek Baptist Bible College,1,172.0,Noncompetitive,88.0,Not reported,,,,,,,,,,78.0,5746.0,0.0
211,Cleary University,1,618.0,Moderately difficult,48.0,Not reported,,,,,,,,,,,,
212,Clemson University,0,19402.0,Very difficult,47.0,Not reported,650.0,655.0,,29240.0,49852.0,,14712.0,35324.0,9592.0,55.0,13164.0,32285.0
213,Cleveland Institute of Art,1,670.0,Moderately difficult,73.0,3.32,550.0,590.0,60410.0,,,43310.0,,,11330.0,58.0,26970.0,41326.0
214,Cleveland Institute of Music,1,230.0,Very difficult,44.0,Not reported,,,,,,,,,,81.0,35778.0,25994.0
215,Cleveland State University,0,12306.0,Moderately difficult,88.0,3.37,,,,21696.0,25747.0,,9696.0,13747.0,12000.0,46.0,8997.0,28938.0
216,Coastal Carolina University,0,9917.0,Moderately difficult,70.0,3.58,545.0,556.0,,25078.0,40190.0,,11536.0,26648.0,9190.0,46.0,10894.0,37226.0
217,Coe College,1,1394.0,Moderately difficult,56.0,3.60,609.0,590.5,56550.0,,,45000.0,,,9480.0,87.0,39948.0,34769.0
218,Cogswell Polytechnical College,1,608.0,Moderately difficult,65.0,3.08,595.0,575.0,31056.0,,,20056.0,,,,,,
219,Colby College,1,1917.0,Most difficult,16.0,Not reported,715.0,700.0,71702.0,,,55210.0,,,14190.0,100.0,54150.0,24437.0
220,Colby-Sawyer College,1,1090.0,Moderately difficult,87.0,3.30,,,56662.0,,,42398.0,,,14264.0,,,
221,Colgate University,1,2958.0,Most difficult,25.0,3.72,725.0,689.0,75050.0,,,58045.0,,,14540.0,100.0,58976.0,24243.0
222,College for Creative Studies,1,1401.0,Moderately difficult,46.0,3.19,,,,,,,,,,,,
223,College of Charleston,0,9880.0,Moderately difficult,79.0,3.90,565.0,596.0,,30279.0,49461.0,,12878.0,32060.0,12166.0,53.0,14796.0,27731.0
224,College of Coastal Georgia,0,3546.0,Minimally difficult,93.0,3.04,485.0,520.0,,21751.0,30173.0,,4696.0,13118.0,10036.0,45.0,10718.0,19554.0
225,College of Saint Mary,1,861.0,Minimally difficult,52.0,3.50,,,32382.0,,,20750.0,,,7850.0,80.0,18852.0,36309.0
226,College of the Atlantic,1,349.0,Very difficult,68.0,3.71,600.0,669.0,54969.0,,,43542.0,,,9747.0,98.0,46062.0,24496.0
227,College of the Holy Cross,1,3128.0,Very difficult,38.0,Not reported,675.0,671.0,71710.0,,,54740.0,,,15070.0,100.0,40528.0,25260.0
228,College of the Ozarks,1,1565.0,Moderately difficult,12.0,3.76,313.5,640.0,,,,,,,7600.0,78.0,18500.0,
229,Colorado Christian University,1,1343.0,Moderately difficult,62.0,3.68,,,40886.0,,,30370.0,,,10516.0,59.0,9981.0,18633.0
230,Colorado College,1,2114.0,Very difficult,15.0,Not reported,700.0,685.0,73850.0,,,58086.0,,,12956.0,100.0,52842.0,23714.0
231,Colorado Mesa University,0,9595.0,Minimally difficult,82.0,3.11,531.5,540.0,,24758.0,37955.0,,9243.0,22440.0,10925.0,63.0,9585.0,27481.0
232,Colorado School of Mines,0,4954.0,Very difficult,49.0,3.79,700.0,664.0,,,,,16650.0,36270.0,,62.0,16906.0,32482.0
233,Colorado State University,0,26400.0,Moderately difficult,84.0,3.64,585.0,590.0,,27255.0,45156.0,,11831.0,29732.0,11964.0,63.0,10780.0,25391.0
234,Colorado State University-Pueblo,0,4385.0,Minimally difficult,95.0,3.28,505.0,520.0,,28100.0,44499.0,,10646.0,27045.0,10784.0,54.0,9364.0,28914.0
235,Colorado Technical University,1,1896.0,Minimally difficult,,Not reported,,,,,,,,,,90.0,9310.0,7500.0
236,Columbia College Chicago,1,6568.0,Minimally difficult,87.0,3.34,535.0,577.0,,,,26610.0,,,,54.0,14990.0,
237,Columbia College Hollywood,1,359.0,Minimally difficult,57.0,3.20,,,,,,,,,,,,
238,Columbia College of Nursing,1,169.0,Moderately difficult,,2.90,,,,,,29750.0,,,,,,
239,Columbia International University,1,497.0,Moderately difficult,36.0,3.65,,,36150.0,,,23690.0,,,8150.0,71.0,18501.0,24132.0
240,Columbus College of Art and Design,1,1060.0,Moderately difficult,79.0,Not reported,,,44990.0,,,35420.0,,,9570.0,64.0,26973.0,32258.0
241,Columbus State University,0,6798.0,Minimally difficult,53.0,3.13,475.0,498.0,,22812.0,36294.0,,7200.0,20682.0,10762.0,73.0,10477.0,30597.0
242,Concord University,0,1853.0,Minimally difficult,90.0,3.40,495.0,477.0,,19468.0,28912.0,,8026.0,17470.0,8988.0,84.0,7912.0,21176.0
243,Concordia College,1,2114.0,Moderately difficult,65.0,3.54,,,48272.0,,,40042.0,,,8230.0,90.0,31744.0,
244,Concordia College Alabama,1,,Not reported,,,,,,,,,,,,,,
245,Concordia College-New York,1,1129.0,Moderately difficult,78.0,3.17,515.0,530.0,48198.0,,,32900.0,,,12690.0,65.0,22976.0,24153.0
246,Concordia University Ann Arbor,1,509.0,Moderately difficult,56.0,3.10,,,,,,,,,,70.0,22573.0,20641.0
247,Concordia University Chicago,1,1477.0,Moderately difficult,76.0,3.00,540.0,540.0,45476.0,,,32880.0,,,9996.0,80.0,26336.0,28280.0
248,Concordia University Irvine,1,1808.0,Moderately difficult,62.0,3.54,560.0,566.0,48610.0,,,36740.0,,,11870.0,71.0,27060.0,31516.0
249,Concordia University Texas,1,1567.0,Moderately difficult,83.0,3.30,,,,,,,,,,78.0,28386.0,29139.0
250,Concordia University Wisconsin,1,3709.0,Moderately difficult,63.0,3.50,,,40300.0,,,29450.0,,,10850.0,,,
251,Connecticut College,1,1844.0,Very difficult,38.0,Not reported,680.0,678.0,71970.0,,,54820.0,,,15150.0,100.0,45065.0,33608.0
252,Converse College,1,870.0,Moderately difficult,60.0,3.97,495.0,525.0,34580.0,,,18690.0,,,10930.0,64.0,15545.0,29580.0
253,Coppin State University,0,3298.0,Moderately difficult,54.0,2.62,,,,17021.0,23292.0,,6625.0,12896.0,10396.0,53.0,9636.0,
254,Corban University,1,1021.0,Moderately difficult,33.0,3.58,555.0,580.0,46371.0,,,33040.0,,,10231.0,75.0,24366.0,40239.0
255,Cornell College,1,1025.0,Moderately difficult,61.0,3.45,595.0,605.0,57840.0,,,43976.0,,,9760.0,84.0,32551.0,31142.0
256,Cornell University,1,15182.0,Most difficult,12.0,Not reported,750.0,715.0,72434.0,,,54818.0,,,14816.0,100.0,48913.0,29762.0
257,Cornerstone University,1,1755.0,Minimally difficult,67.0,3.56,510.0,573.0,36772.0,,,24500.0,,,9300.0,72.0,22748.0,33729.0
258,Cornish College of the Arts,1,654.0,Moderately difficult,63.0,Not reported,,,57742.0,,,41642.0,,,11500.0,60.0,24661.0,37686.0
259,Covenant College,1,1002.0,Moderately difficult,97.0,3.65,600.0,640.0,49420.0,,,35640.0,,,10660.0,81.0,29346.0,25007.0
260,Cox College,1,778.0,Not reported,59.0,,,,,,,10270.0,,,,27.0,12220.0,7500.0
261,Creighton University,1,4446.0,Moderately difficult,71.0,3.74,625.0,624.0,56674.0,,,41400.0,,,11274.0,84.0,29827.0,37973.0
262,Criswell College,1,198.0,Minimally difficult,93.0,3.16,466.5,532.5,,,,10710.0,,,,52.0,9049.0,
263,Crossroads Bible College,1,232.0,Noncompetitive,95.0,2.75,,,,,,,,,,,,37497.0
264,Crown College,1,1088.0,Minimally difficult,56.0,3.22,,,,,,,,,,66.0,18689.0,34147.0
265,Culver-Stockton College,1,1022.0,Moderately difficult,46.0,3.16,520.0,525.0,40810.0,,,27205.0,,,8695.0,72.0,21156.0,29105.0
266,Cumberland University,1,1254.0,Moderately difficult,46.0,3.30,,,31591.0,,,22891.0,,,8600.0,61.0,18281.0,25827.0
267,Curry College,1,2356.0,Moderately difficult,93.0,2.97,510.0,516.0,60870.0,,,40870.0,,,16340.0,72.0,30765.0,45947.0
268,Curtis Institute of Music,1,135.0,Most difficult,,Not reported,,,,,,,,,,,,
269,Daemen College,1,1802.0,Moderately difficult,49.0,3.63,565.0,557.0,43995.0,,,28580.0,,,12915.0,87.0,30169.0,35530.0
270,Dakota State University,0,2993.0,Moderately difficult,83.0,3.21,550.0,540.0,,21992.0,24965.0,,9276.0,12249.0,6873.0,56.0,8184.0,29962.0
271,Dakota Wesleyan University,1,759.0,Moderately difficult,73.0,3.36,,,34590.0,,,27640.0,,,6950.0,76.0,21889.0,37564.0
272,Dallas Baptist University,1,3014.0,Moderately difficult,88.0,3.52,575.0,602.0,43019.0,,,30320.0,,,8226.0,62.0,17677.0,22246.0
273,Dallas Christian College,1,212.0,Moderately difficult,37.0,3.06,,,26516.0,,,16506.0,,,9010.0,52.0,5700.0,15000.0
274,Dalton State College,0,5188.0,Noncompetitive,,3.10,,,,,,,4246.0,12668.0,,90.0,2271.0,3000.0
275,Dartmouth College,1,4417.0,Most difficult,9.0,Not reported,755.0,730.0,77744.0,,,57204.0,,,16374.0,100.0,52454.0,18903.0
276,Davenport University,1,5166.0,Noncompetitive,89.0,3.20,,,,,,18244.0,,,,,,
277,Davidson College,1,1843.0,Very difficult,20.0,3.93,690.0,682.0,70627.0,,,53049.0,,,14803.0,100.0,49390.0,22599.0
278,Davis College,1,216.0,Minimally difficult,52.0,3.18,,,25250.0,,,17150.0,,,8100.0,60.0,9924.0,9381.0
279,Defiance College,1,599.0,Moderately difficult,56.0,3.12,,,46750.0,,,32730.0,,,10220.0,65.0,23424.0,
280,Delaware State University,0,4051.0,Moderately difficult,45.0,3.09,445.0,460.0,,23041.0,32077.0,,7868.0,16904.0,11054.0,77.0,11863.0,36812.0
281,Delaware Valley University,1,1982.0,Minimally difficult,66.0,3.32,525.0,539.0,58040.0,,,40620.0,,,14620.0,76.0,31356.0,42245.0
282,Delta State University,0,3075.0,Noncompetitive,85.0,3.39,540.0,527.0,20068.0,,,7246.0,,,7722.0,,10220.0,
283,Denison University,1,2341.0,Very difficult,34.0,Not reported,645.0,645.0,64670.0,,,51960.0,,,12710.0,100.0,47681.0,31551.0
284,DePaul University,1,14507.0,Moderately difficult,68.0,3.67,585.0,597.0,57678.0,,,39975.0,,,14235.0,72.0,28782.0,29542.0
285,DePauw University,1,2158.0,Moderately difficult,67.0,3.78,,,62724.0,,,49704.0,,,13020.0,90.0,44329.0,25813.0
286,DeSales University,1,2345.0,Moderately difficult,74.0,3.29,555.0,567.0,54220.0,,,37400.0,,,12800.0,72.0,29192.0,45320.0
287,Dickinson College,1,2399.0,Very difficult,49.0,Not reported,645.0,653.0,73779.0,,,56498.0,,,14176.0,100.0,48652.0,26977.0
288,Dickinson State University,0,1425.0,Minimally difficult,99.0,3.28,496.5,470.0,,18532.0,21310.0,,6768.0,9546.0,6898.0,61.0,10869.0,21356.0
289,Dillard University,1,1185.0,Moderately difficult,48.0,2.78,,,28018.0,,,17918.0,,,10100.0,64.0,16409.0,30095.0
290,Dominican College,1,1425.0,Noncompetitive,75.0,3.03,285.0,503.0,46600.0,,,29000.0,,,13150.0,71.0,25337.0,32527.0
291,Dominican University,1,2106.0,Moderately difficult,64.0,3.66,540.0,570.0,47619.0,,,34420.0,,,10549.0,76.0,26640.0,28387.0
292,Dominican University of California,1,1302.0,Moderately difficult,76.0,3.65,552.5,575.0,64436.0,,,44690.0,,,14650.0,75.0,34694.0,52559.0
293,Dordt College,1,1376.0,Moderately difficult,75.0,3.50,,,,,,,,,,81.0,27998.0,28347.0
294,Drake University,1,3015.0,Moderately difficult,68.0,3.68,620.0,628.0,56724.0,,,41396.0,,,10528.0,75.0,30987.0,34391.0
295,Drew University,1,1668.0,Moderately difficult,69.0,3.54,600.0,612.0,57330.0,,,39500.0,,,14108.0,81.0,35325.0,23619.0
296,Drexel University,1,15498.0,Moderately difficult,79.0,3.66,635.0,625.0,69392.0,,,52002.0,,,13890.0,81.0,43045.0,
297,Drury University,1,1489.0,Moderately difficult,73.0,3.83,605.0,580.0,43961.0,,,29515.0,,,9046.0,82.0,24339.0,35202.0
298,Duke University,1,6692.0,Most difficult,10.0,Not reported,,,72503.0,,,53500.0,,,14798.0,100.0,51850.0,21525.0
299,Duquesne University,1,6013.0,Moderately difficult,72.0,3.76,600.0,613.0,56680.0,,,39992.0,,,13088.0,77.0,26632.0,44228.0
300,Earlham College,1,1050.0,Very difficult,52.0,3.73,640.0,127.0,60665.0,,,47380.0,,,10885.0,94.0,41892.0,30133.0
301,East Carolina University,0,23071.0,Moderately difficult,82.0,3.83,550.0,560.0,,21672.0,37949.0,,7188.0,23465.0,10354.0,59.0,9802.0,29646.0
302,East Central University,0,3029.0,Minimally difficult,48.0,3.37,525.0,520.0,,18292.0,27502.0,,6810.0,16020.0,6848.0,77.0,5951.0,18140.0
303,East Tennessee State University,0,11268.0,Moderately difficult,87.0,3.40,,,,21728.0,40406.0,,9015.0,27693.0,8038.0,59.0,11337.0,27866.0
304,East Texas Baptist University,1,1485.0,Moderately difficult,54.0,3.40,520.0,520.0,39568.0,,,27210.0,,,9328.0,29.0,19398.0,30367.0
305,Eastern Connecticut State University,0,5097.0,Moderately difficult,64.0,3.08,,,,19198.0,25452.0,,5678.0,11932.0,13520.0,63.0,10848.0,30566.0
306,Eastern Illinois University,0,6012.0,Moderately difficult,47.0,3.15,495.0,520.0,,24272.0,26492.0,,11803.0,14023.0,9882.0,55.0,14106.0,28213.0
307,Eastern Kentucky University,0,14327.0,Minimally difficult,71.0,3.29,,,,18784.0,28562.0,,8996.0,18774.0,9788.0,76.0,12508.0,27823.0
308,Eastern Mennonite University,1,1041.0,Moderately difficult,59.0,3.60,550.0,566.0,51660.0,,,37100.0,,,11160.0,79.0,33055.0,39845.0
309,Eastern Michigan University,0,16997.0,Moderately difficult,73.0,3.30,,,,26662.0,42253.0,,13649.0,29240.0,9672.0,43.0,10923.0,29213.0
310,Eastern Nazarene College,1,694.0,Moderately difficult,68.0,Not reported,,,38582.0,,,25598.0,,,9624.0,81.0,31739.0,25251.0
311,Eastern New Mexico University,0,4599.0,Noncompetitive,60.0,3.26,470.0,429.0,,14913.0,16835.0,,6206.0,8128.0,7162.0,81.0,12111.0,22439.0
312,Eastern Oregon University,0,2744.0,Minimally difficult,98.0,3.38,515.0,522.0,,22468.0,33788.0,,8362.0,19682.0,9250.0,62.0,10058.0,27975.0
313,Eastern University,1,1885.0,Moderately difficult,68.0,3.45,535.0,555.0,50827.0,,,33854.0,,,11536.0,80.0,25020.0,40488.0
314,Eastern Washington University,0,11410.0,Moderately difficult,63.0,3.21,480.0,495.0,,23769.0,41265.0,,7461.0,24957.0,12708.0,84.0,13107.0,24877.0
315,East-West University,1,755.0,Minimally difficult,89.0,2.67,,,,,,,,,,,13985.0,4100.0
316,Ecclesia College,1,246.0,Noncompetitive,31.0,Not reported,,,27630.0,,,15140.0,,,5010.0,,,
317,Eckerd College,1,1999.0,Moderately difficult,68.0,3.46,580.0,600.0,60222.0,,,43044.0,,,12162.0,88.0,37381.0,37896.0
318,ECPI University,1,11512.0,Moderately difficult,84.0,Not reported,,,,,,15984.0,,,,,,
319,Edgewood College,1,1564.0,Moderately difficult,71.0,3.50,570.0,554.0,44216.0,,,29500.0,,,11020.0,79.0,22238.0,38769.0
320,Edward Waters College,1,751.0,Noncompetitive,23.0,2.64,,,20807.0,,,13525.0,,,7282.0,50.0,4835.0,9000.0
321,Elizabeth City State University,0,1636.0,Moderately difficult,59.0,3.23,,491.0,,15332.0,17332.0,,3610.0,5610.0,9991.0,66.0,5202.0,19631.0
322,Elizabethtown College,1,1671.0,Moderately difficult,74.0,Not reported,585.0,590.0,60460.0,,,46940.0,,,11370.0,86.0,36219.0,40839.0
323,Elmhurst College,1,2875.0,Moderately difficult,71.0,3.48,,,51200.0,,,37055.0,,,10366.0,82.0,29525.0,29432.0
324,Elmira College,1,1101.0,Moderately difficult,82.0,3.22,,,55050.0,,,41900.0,,,12000.0,80.0,33262.0,30084.0
325,Elon University,1,6045.0,Moderately difficult,67.0,4.00,610.0,618.0,51049.0,,,35319.0,,,12230.0,59.0,19117.0,30625.0
326,Emerson College,1,3855.0,Very difficult,36.0,3.73,645.0,650.0,67128.0,,,48728.0,,,18400.0,64.0,27955.0,23653.0
327,Emmaus Bible College,1,269.0,Noncompetitive,58.0,3.54,550.0,569.0,29150.0,,,18400.0,,,8500.0,,,
328,Emory University,1,6937.0,Most difficult,22.0,3.76,,,66986.0,,,51306.0,,,14456.0,100.0,46534.0,29658.0
329,Emporia State University,0,3605.0,Noncompetitive,83.0,3.40,,,,20020.0,33937.0,,6758.0,20675.0,8912.0,61.0,9036.0,22878.0
330,Endicott College,1,3385.0,Moderately difficult,80.0,3.37,575.0,587.0,52902.0,,,34004.0,,,15660.0,63.0,21141.0,46269.0
331,Erskine College,1,622.0,Moderately difficult,64.0,Not reported,,,,,,,,,,86.0,22681.0,24450.0
332,Eureka College,1,672.0,Minimally difficult,65.0,3.19,,,35010.0,,,25390.0,,,9620.0,63.0,16681.0,16657.0
333,Evangel University,1,1631.0,Moderately difficult,,Not reported,520.0,555.0,33147.0,,,23421.0,,,,72.0,18434.0,36024.0
334,Fairfield University,1,4177.0,Very difficult,60.0,3.65,635.0,630.0,63360.0,,,48350.0,,,14710.0,84.0,34511.0,38596.0
335,Fairmont State University,0,3807.0,Minimally difficult,66.0,3.29,,,,16518.0,25328.0,,7514.0,16324.0,9004.0,73.0,9509.0,25291.0
336,Faith Baptist Bible College and Theological Seminary,1,226.0,Minimally difficult,,3.42,,,23726.0,,,16876.0,,,6800.0,46.0,7043.0,15006.0
337,Farmingdale State College,0,9916.0,Moderately difficult,46.0,3.20,545.0,538.0,,24744.0,34524.0,,8306.0,18086.0,13238.0,64.0,8660.0,22047.0
338,Fashion Institute of Technology,0,8555.0,Moderately difficult,53.0,3.60,,,,26188.0,40110.0,,7720.0,21642.0,18468.0,73.0,11030.0,23968.0
339,Faulkner University,1,2672.0,Minimally difficult,45.0,3.36,510.0,515.0,35240.0,,,21690.0,,,7550.0,61.0,15296.0,33622.0
340,Fayetteville State University,0,5473.0,Minimally difficult,68.0,3.35,475.0,490.0,,14071.0,25679.0,,4915.0,16523.0,8236.0,78.0,12083.0,25215.0
341,Ferris State University,0,12504.0,Minimally difficult,74.0,3.38,520.0,535.0,24036.0,,,12630.0,,,9894.0,74.0,13620.0,36530.0
342,Ferrum College,1,1451.0,Minimally difficult,73.0,2.88,,,48220.0,,,34175.0,,,11570.0,73.0,27117.0,30353.0
343,Finlandia University,1,545.0,Minimally difficult,67.0,2.89,,,,,,,,,,,,
344,Fisher College,1,1882.0,Minimally difficult,66.0,2.45,455.0,465.0,52110.0,,,31384.0,,,15926.0,,30532.0,12724.0
345,Fisk University,1,805.0,Moderately difficult,81.0,3.10,,,32270.0,,,21480.0,,,10790.0,85.0,14181.0,6147.0
346,Fitchburg State University,0,4086.0,Moderately difficult,87.0,3.12,535.0,532.0,,21428.0,27508.0,,10355.0,16435.0,11073.0,75.0,9850.0,27377.0
347,Five Towns College,1,654.0,Moderately difficult,62.0,Not reported,,,,,,,,,,68.0,16279.0,35340.0
348,Flagler College,1,2676.0,Moderately difficult,57.0,3.46,490.0,565.0,34990.0,,,18950.0,,,11340.0,60.0,13662.0,29705.0
349,Florida Agricultural and Mechanical University,0,8137.0,Moderately difficult,39.0,3.40,545.0,542.0,,23207.0,35147.0,,5785.0,17725.0,10838.0,67.0,14953.0,7454.0
350,Florida Atlantic University,0,24569.0,Moderately difficult,59.0,3.99,570.0,588.0,,26619.0,42175.0,,6039.0,21595.0,11950.0,67.0,14042.0,23454.0
351,Florida College,1,508.0,Moderately difficult,74.0,Not reported,,,29862.0,,,17142.0,,,8420.0,49.0,10026.0,
352,Florida Gulf Coast University,0,13820.0,Moderately difficult,64.0,3.86,555.0,580.0,,17638.0,35775.0,,6118.0,24255.0,8620.0,54.0,10276.0,26488.0
353,Florida Institute of Technology,1,3635.0,Moderately difficult,63.0,3.67,630.0,597.0,54730.0,,,41850.0,,,12880.0,87.0,38447.0,33511.0
354,Florida International University,0,47586.0,Moderately difficult,51.0,4.00,580.0,603.0,,17440.0,29838.0,,6558.0,18956.0,10882.0,36.0,10261.0,19923.0
355,Florida Memorial University,1,1669.0,Noncompetitive,39.0,2.70,,,,,,,,,,72.0,10850.0,3500.0
356,Florida Southern College,1,2723.0,Moderately difficult,50.0,3.76,595.0,614.0,52120.0,,,36348.0,,,11670.0,79.0,32395.0,28974.0
357,Florida State University,0,33093.0,Very difficult,49.0,4.02,625.0,635.0,,22625.0,37791.0,,6507.0,21673.0,10458.0,70.0,14486.0,23679.0
358,Fontbonne University,1,1099.0,Moderately difficult,97.0,3.43,,,36885.0,,,26340.0,,,10545.0,,17325.0,24281.0
359,Fordham University,1,9645.0,Very difficult,46.0,3.64,680.0,666.0,74538.0,,,52687.0,,,17969.0,80.0,39758.0,37429.0
360,Fort Hays State University,0,11831.0,Minimally difficult,,3.37,,,,13662.0,21521.0,,4007.0,11866.0,7615.0,44.0,6928.0,26417.0
361,Fort Lewis College,0,3267.0,Moderately difficult,91.0,3.24,545.0,563.0,,23786.0,34442.0,,9040.0,19696.0,9878.0,90.0,16402.0,20379.0
362,Fort Valley State University,0,2229.0,Moderately difficult,24.0,2.83,,,,22106.0,35182.0,,6664.0,19740.0,8084.0,94.0,9034.0,
363,Framingham State University,0,3937.0,Moderately difficult,73.0,3.01,520.0,525.0,,22155.0,28235.0,,10335.0,16415.0,11820.0,60.0,9900.0,30781.0
364,Francis Marion University,0,3460.0,Moderately difficult,60.0,3.84,490.0,495.0,,20753.0,31137.0,,11160.0,21544.0,7948.0,68.0,13022.0,32346.0
365,Franciscan University of Steubenville,1,2090.0,Moderately difficult,79.0,3.63,,,36130.0,,,27630.0,,,8500.0,68.0,17368.0,34222.0
366,Franklin College,1,1016.0,Moderately difficult,62.0,3.53,550.0,555.0,45729.0,,,32010.0,,,9519.0,71.0,24353.0,36154.0
367,Franklin Pierce University,1,1628.0,Minimally difficult,79.0,2.91,52.0,17.5,54266.0,,,38200.0,,,13900.0,73.0,27276.0,41661.0
368,Franklin University,1,4676.0,Noncompetitive,,Not reported,,,,,,15780.0,,,,,,
369,Freed-Hardeman University,1,1402.0,Moderately difficult,96.0,3.64,,,29900.0,,,21950.0,,,7950.0,77.0,20151.0,32899.0
370,Fresno Pacific University,1,2439.0,Moderately difficult,68.0,3.54,,,41408.0,,,32458.0,,,8950.0,49.0,30190.0,
371,Friends University,1,1146.0,Moderately difficult,48.0,3.52,535.0,515.0,45317.0,,,28415.0,,,7972.0,91.0,18019.0,28175.0
372,Frostburg State University,0,4725.0,Moderately difficult,72.0,3.20,,,,21720.0,35440.0,,9172.0,22892.0,9398.0,59.0,10469.0,29802.0
373,Furman University,1,2768.0,Moderately difficult,61.0,Not reported,650.0,659.0,65024.0,,,49532.0,,,12712.0,83.0,40488.0,34072.0
374,Gallaudet University,1,1121.0,Moderately difficult,66.0,3.15,,,37880.0,,,17038.0,,,13742.0,76.0,25298.0,16557.0
375,Gannon University,1,3076.0,Moderately difficult,80.0,3.51,550.0,555.0,,,,,,,,76.0,27056.0,0.0
376,Gardner-Webb University,1,2343.0,Moderately difficult,10.0,3.74,,,42030.0,,,31640.0,,,10390.0,75.0,27029.0,30808.0
377,Geneva College,1,1376.0,Moderately difficult,63.0,3.40,555.0,567.0,41660.0,,,28190.0,,,10530.0,77.0,21160.0,36605.0
378,George Fox University,1,2569.0,Moderately difficult,78.0,3.56,,,47120.0,,,35870.0,,,11250.0,88.0,24272.0,32043.0
379,George Mason University,0,26192.0,Moderately difficult,81.0,3.70,605.0,612.0,,29318.0,52778.0,,12462.0,35922.0,11460.0,63.0,15698.0,30790.0
380,George Washington University,1,11999.0,Most difficult,41.0,Not reported,680.0,677.0,70443.0,,,53518.0,,,13000.0,88.0,49366.0,33305.0
381,Georgetown College,1,961.0,Moderately difficult,67.0,3.41,535.0,545.0,53518.0,,,39810.0,,,10160.0,83.0,35296.0,31084.0
382,Georgetown University,1,7463.0,Most difficult,16.0,Not reported,715.0,720.0,75067.0,,,54104.0,,,17077.0,100.0,47630.0,25726.0
383,Georgia College and State University,0,5958.0,Moderately difficult,78.0,3.50,585.0,608.0,,28536.0,47250.0,,9346.0,28060.0,12964.0,66.0,11224.0,31402.0
384,Georgia Gwinnett College,0,12287.0,Noncompetitive,88.0,2.86,500.0,512.0,,24710.0,35424.0,,5634.0,16348.0,13086.0,,,
385,Georgia Institute of Technology,0,15572.0,Most difficult,23.0,4.02,755.0,549.0,,30604.0,51200.0,,12418.0,33014.0,14126.0,66.0,15911.0,32760.0
386,Georgia Southern University,0,23134.0,Moderately difficult,68.0,3.36,555.0,580.0,,24500.0,37982.0,,7422.0,20904.0,10070.0,63.0,11154.0,29030.0
387,Georgia Southwestern State University,0,2606.0,Moderately difficult,67.0,3.25,505.0,531.0,,14456.0,27532.0,,6336.0,19412.0,8120.0,59.0,10015.0,25775.0
388,Georgia State University,0,27180.0,Moderately difficult,57.0,3.49,545.0,546.0,,28060.0,46634.0,,10858.0,29432.0,14692.0,53.0,12526.0,29584.0
389,Georgian Court University,1,1613.0,Moderately difficult,69.0,3.37,500.0,517.0,51734.0,,,32976.0,,,10808.0,80.0,30422.0,37502.0
390,Gettysburg College,1,2409.0,Most difficult,46.0,Not reported,665.0,675.0,71200.0,,,54480.0,,,13010.0,90.0,43629.0,31670.0
391,Glenville State College,0,1732.0,Noncompetitive,72.0,3.10,,,,17250.0,26460.0,,7308.0,16518.0,9942.0,65.0,10317.0,28775.0
392,Goddard College,1,194.0,Minimally difficult,56.0,Not reported,,,,,,,,,,37.0,10090.0,
393,Golden Gate University,1,475.0,Moderately difficult,,Not reported,,,,,,16095.0,,,,,,
394,Goldey-Beacom College,1,625.0,Not reported,,,,,,,,,,,,,,
395,Gonzaga University,1,5317.0,Moderately difficult,66.0,3.78,631.5,632.0,62164.0,,,45140.0,,,12330.0,79.0,28886.0,30576.0
396,Gordon College,1,1618.0,Moderately difficult,75.0,3.56,577.5,595.0,52436.0,,,38650.0,,,11250.0,75.0,28353.0,39930.0
397,Goshen College,1,845.0,Moderately difficult,68.0,3.47,547.5,603.0,48100.0,,,34540.0,,,10760.0,84.0,29014.0,27062.0
398,Goucher College,1,1473.0,Moderately difficult,79.0,3.14,,,59958.0,,,44252.0,,,14506.0,85.0,39909.0,28321.0
399,Governors State University,0,3326.0,Moderately difficult,43.0,2.77,490.0,,,26941.0,36331.0,,12196.0,21586.0,9945.0,73.0,10644.0,
400,Grace College,1,1934.0,Moderately difficult,78.0,3.59,,,33902.0,,,24768.0,,,9134.0,,13722.0,
401,Graceland University,1,1180.0,Moderately difficult,58.0,3.28,520.0,510.0,43960.0,,,30420.0,,,9100.0,81.0,27405.0,33934.0
402,Grambling State University,0,4089.0,Noncompetitive,45.0,2.81,450.0,,,26461.0,35484.0,,7435.0,16458.0,10406.0,0.0,3640.0,
403,Grand Canyon University,1,,Moderately difficult,,Not reported,,,,,,,,,,0.0,3350.0,
404,Grand Valley State University,0,21680.0,Moderately difficult,83.0,3.60,565.0,580.0,,21174.0,26452.0,,12484.0,17762.0,8690.0,69.0,11676.0,28415.0
