,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
444,Elmira College,1.0,30574,Most difficult,17,3.91,715.0,700.0,55050,,,41900,,,12000,80,33262,30084
445,Elon University,1.0,30574,Most difficult,17,3.91,715.0,700.0,51049,,,35319,,,12230,59,19117,30625
446,Embry-Riddle Aeronautical University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
447,Emerson College,1.0,30574,Most difficult,17,3.91,715.0,700.0,67128,,,48728,,,18400,64,27955,23653
448,Emmanuel College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
449,"Emmanuel College, Georgia",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
450,Emmaus Bible College,1.0,30574,Most difficult,17,3.91,715.0,700.0,29150,,,18400,,,8500,Not reported,Not reported,Not reported
451,Emory & Henry College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
452,Emory University,1.0,30574,Most difficult,17,3.91,715.0,700.0,66986,,,51306,,,14456,100,46534,29658
453,Emporia State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,20020.0,33937.0,,6758.0,20675.0,8912,61,9036,22878
454,Endicott College,1.0,30574,Most difficult,17,3.91,715.0,700.0,52902,,,34004,,,15660,63,21141,46269
455,Erskine College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,86,22681,24450
456,Eureka College,1.0,30574,Most difficult,17,3.91,715.0,700.0,35010,,,25390,,,9620,63,16681,16657
457,Evangel University,1.0,30574,Most difficult,17,3.91,715.0,700.0,33147,,,23421,,,Not reported,72,18434,36024
458,Everglades University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
459,Fairfield University,1.0,30574,Most difficult,17,3.91,715.0,700.0,63360,,,48350,,,14710,84,34511,38596
460,Fairleigh Dickinson University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
461,Fairmont State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,16518.0,25328.0,,7514.0,16324.0,9004,73,9509,25291
462,Faith Baptist Bible College and Theological Seminary,1.0,30574,Most difficult,17,3.91,715.0,700.0,23726,,,16876,,,6800,46,7043,15006
463,Farmingdale State College,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24744.0,34524.0,,8306.0,18086.0,13238,64,8660,22047
464,Fashion Institute of Technology,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26188.0,40110.0,,7720.0,21642.0,18468,73,11030,23968
465,Faulkner University,1.0,30574,Most difficult,17,3.91,715.0,700.0,35240,,,21690,,,7550,61,15296,33622
466,Fayetteville State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,14071.0,25679.0,,4915.0,16523.0,8236,78,12083,25215
467,Felician University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
468,Ferris State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,24036,,,12630,,,9894,74,13620,36530
469,Ferrum College,1.0,30574,Most difficult,17,3.91,715.0,700.0,48220,,,34175,,,11570,73,27117,30353
470,Fielding Graduate University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
471,Finlandia University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
472,Fisher College,1.0,30574,Most difficult,17,3.91,715.0,700.0,52110,,,31384,,,15926,Not reported,30532,12724
473,Fisk University,1.0,30574,Most difficult,17,3.91,715.0,700.0,32270,,,21480,,,10790,85,14181,6147
474,Fitchburg State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,21428.0,27508.0,,10355.0,16435.0,11073,75,9850,27377
475,Five Towns College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,68,16279,35340
476,Flagler College,1.0,30574,Most difficult,17,3.91,715.0,700.0,34990,,,18950,,,11340,60,13662,29705
477,Florida Agricultural and Mechanical University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,23207.0,35147.0,,5785.0,17725.0,10838,67,14953,7454
478,Florida Atlantic University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26619.0,42175.0,,6039.0,21595.0,11950,67,14042,23454
479,Florida College,1.0,30574,Most difficult,17,3.91,715.0,700.0,29862,,,17142,,,8420,49,10026,Not reported
480,Florida Gateway College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
481,Florida Gulf Coast University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,17638.0,35775.0,,6118.0,24255.0,8620,54,10276,26488
482,Florida Institute of Technology,1.0,30574,Most difficult,17,3.91,715.0,700.0,54730,,,41850,,,12880,87,38447,33511
483,Florida International University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,17440.0,29838.0,,6558.0,18956.0,10882,36,10261,19923
484,Florida Memorial University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,72,10850,3500
485,Florida National University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
486,Florida Southern College,1.0,30574,Most difficult,17,3.91,715.0,700.0,52120,,,36348,,,11670,79,32395,28974
487,Florida SouthWestern State College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
488,Florida State College at Jacksonville,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
489,Florida State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22625.0,37791.0,,6507.0,21673.0,10458,70,14486,23679
490,Fontbonne University,1.0,30574,Most difficult,17,3.91,715.0,700.0,36885,,,26340,,,10545,Not reported,17325,24281
491,Fordham University,1.0,30574,Most difficult,17,3.91,715.0,700.0,74538,,,52687,,,17969,80,39758,37429
492,Fort Hays State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,13662.0,21521.0,,4007.0,11866.0,7615,44,6928,26417
493,Fort Lewis College,0.0,30574,Most difficult,17,3.91,715.0,700.0,,23786.0,34442.0,,9040.0,19696.0,9878,90,16402,20379
494,Fort Valley State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22106.0,35182.0,,6664.0,19740.0,8084,94,9034,Not reported
495,Framingham State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22155.0,28235.0,,10335.0,16415.0,11820,60,9900,30781
496,Francis Marion University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,20753.0,31137.0,,11160.0,21544.0,7948,68,13022,32346
497,Franciscan Missionaries of Our Lady University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
498,Franciscan University of Steubenville,1.0,30574,Most difficult,17,3.91,715.0,700.0,36130,,,27630,,,8500,68,17368,34222
499,Franklin and Marshall College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
500,Franklin College,1.0,30574,Most difficult,17,3.91,715.0,700.0,45729,,,32010,,,9519,71,24353,36154
501,Franklin Pierce University,1.0,30574,Most difficult,17,3.91,715.0,700.0,54266,,,38200,,,13900,73,27276,41661
502,Franklin University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,15780,,,Not reported,Not reported,Not reported,Not reported
503,Franklin W. Olin College of Engineering,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
504,Freed-Hardeman University,1.0,30574,Most difficult,17,3.91,715.0,700.0,29900,,,21950,,,7950,77,20151,32899
505,Fresno Pacific University,1.0,30574,Most difficult,17,3.91,715.0,700.0,41408,,,32458,,,8950,49,30190,Not reported
506,Friends University,1.0,30574,Most difficult,17,3.91,715.0,700.0,45317,,,28415,,,7972,91,18019,28175
507,Frostburg State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,21720.0,35440.0,,9172.0,22892.0,9398,59,10469,29802
508,Furman University,1.0,30574,Most difficult,17,3.91,715.0,700.0,65024,,,49532,,,12712,83,40488,34072
509,Gallaudet University,1.0,30574,Most difficult,17,3.91,715.0,700.0,37880,,,17038,,,13742,76,25298,16557
510,Gannon University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,76,27056,0
511,Gardner-Webb University,1.0,30574,Most difficult,17,3.91,715.0,700.0,42030,,,31640,,,10390,75,27029,30808
512,Geisinger Commonwealth School of Medicine,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
513,Geneva College,1.0,30574,Most difficult,17,3.91,715.0,700.0,41660,,,28190,,,10530,77,21160,36605
514,George Fox University,1.0,30574,Most difficult,17,3.91,715.0,700.0,47120,,,35870,,,11250,88,24272,32043
515,George Mason University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,29318.0,52778.0,,12462.0,35922.0,11460,63,15698,30790
516,George Washington University,1.0,30574,Most difficult,17,3.91,715.0,700.0,70443,,,53518,,,13000,88,49366,33305
517,Georgetown College,1.0,30574,Most difficult,17,3.91,715.0,700.0,53518,,,39810,,,10160,83,35296,31084
518,Georgetown University,1.0,30574,Most difficult,17,3.91,715.0,700.0,75067,,,54104,,,17077,100,47630,25726
519,Georgia College and State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,28536.0,47250.0,,9346.0,28060.0,12964,66,11224,31402
520,Georgia Gwinnett College,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24710.0,35424.0,,5634.0,16348.0,13086,Not reported,Not reported,Not reported
521,Georgia Institute of Technology,0.0,30574,Most difficult,17,3.91,715.0,700.0,,30604.0,51200.0,,12418.0,33014.0,14126,66,15911,32760
522,Georgia Southern University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24500.0,37982.0,,7422.0,20904.0,10070,63,11154,29030
523,Georgia Southwestern State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,14456.0,27532.0,,6336.0,19412.0,8120,59,10015,25775
524,Georgia State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,28060.0,46634.0,,10858.0,29432.0,14692,53,12526,29584
525,Georgian Court University,1.0,30574,Most difficult,17,3.91,715.0,700.0,51734,,,32976,,,10808,80,30422,37502
526,Gettysburg College,1.0,30574,Most difficult,17,3.91,715.0,700.0,71200,,,54480,,,13010,90,43629,31670
527,Glenville State College,0.0,30574,Most difficult,17,3.91,715.0,700.0,,17250.0,26460.0,,7308.0,16518.0,9942,65,10317,28775
528,Goddard College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,37,10090,Not reported
529,God's Bible School and College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
530,Golden Gate University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,16095,,,Not reported,Not reported,Not reported,Not reported
531,Goldey-Beacom College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
532,Gonzaga University,1.0,30574,Most difficult,17,3.91,715.0,700.0,62164,,,45140,,,12330,79,28886,30576
533,Good Samaritan College of Nursing and Health Science,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
534,Goodwin College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
535,Gordon College,1.0,30574,Most difficult,17,3.91,715.0,700.0,52436,,,38650,,,11250,75,28353,39930
536,Gordon State College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
537,Goshen College,1.0,30574,Most difficult,17,3.91,715.0,700.0,48100,,,34540,,,10760,84,29014,27062
538,Goucher College,1.0,30574,Most difficult,17,3.91,715.0,700.0,59958,,,44252,,,14506,85,39909,28321
539,Governors State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26941.0,36331.0,,12196.0,21586.0,9945,73,10644,Not reported
540,Grace Christian University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
541,Grace College,1.0,30574,Most difficult,17,3.91,715.0,700.0,33902,,,24768,,,9134,Not reported,13722,Not reported
542,Graceland University,1.0,30574,Most difficult,17,3.91,715.0,700.0,43960,,,30420,,,9100,81,27405,33934
543,Grambling State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26461.0,35484.0,,7435.0,16458.0,10406,0,3640,Not reported
544,Grand Canyon University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,0,3350,Not reported
545,Grand Valley State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,21174.0,26452.0,,12484.0,17762.0,8690,69,11676,28415
546,Grand View University,1.0,30574,Most difficult,17,3.91,715.0,700.0,40388,,,27608,,,9178,79,22872,34436
547,Granite State College,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,7761.0,8745.0,Not reported,Not reported,Not reported,Not reported
548,Gratz College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
549,Great Basin College,0.0,30574,Most difficult,17,3.91,715.0,700.0,,11735.0,18513.0,,3015.0,9793.0,Not reported,Not reported,2502,Not reported
550,Great Lakes Christian College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
551,Green Mountain College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
552,Greensboro College,1.0,30574,Most difficult,17,3.91,715.0,700.0,39940,,,29140,,,10800,71,22151,43509
553,Greenville University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
554,Grinnell College,1.0,30574,Most difficult,17,3.91,715.0,700.0,68102,,,52392,,,12810,100,50145,18694
555,Grove City College,1.0,30574,Most difficult,17,3.91,715.0,700.0,30380,,,18470,,,10060,52,8385,41690
556,Guilford College,1.0,30574,Most difficult,17,3.91,715.0,700.0,48919,,,34215,,,10222,90,29257,35392
557,Gulf Coast State College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
558,Gustavus Adolphus College,1.0,30574,Most difficult,17,3.91,715.0,700.0,57270,,,45100,,,9910,96,44057,34655
559,Gwynedd Mercy University,1.0,30574,Most difficult,17,3.91,715.0,700.0,51546,,,34580,,,12470,74,27092,44763
560,Hamilton College,1.0,30574,Most difficult,17,3.91,715.0,700.0,72890,,,56530,,,14360,100,50181,20582
561,Hamline University,1.0,30574,Most difficult,17,3.91,715.0,700.0,54056,,,42774,,,10592,83,33449,33341
562,Hampden-Sydney College,1.0,30574,Most difficult,17,3.91,715.0,700.0,63602,,,46890,,,13712,80,33289,33777
563,Hampshire College,1.0,30574,Most difficult,17,3.91,715.0,700.0,65386,,,50030,,,13606,95,44452,28150
564,Hampton University,1.0,30574,Most difficult,17,3.91,715.0,700.0,40560,,,25442,,,11218,54,5867,33095
565,Hannibal-LaGrange University,1.0,30574,Most difficult,17,3.91,715.0,700.0,32078,,,22750,,,8108,Not reported,Not reported,Not reported
566,Hanover College,1.0,30574,Most difficult,17,3.91,715.0,700.0,53750,,,38750,,,11950,90,32789,30665
567,Harding University,1.0,30574,Most difficult,17,3.91,715.0,700.0,30466,,,19640,,,7004,81,13747,33954
568,Hardin-Simmons University,1.0,30574,Most difficult,17,3.91,715.0,700.0,43966,,,30140,,,9850,80,25810,36053
569,Harrisburg University of Science and Technology,1.0,30574,Most difficult,17,3.91,715.0,700.0,34100,,,23900,,,Not reported,69,22054,34547
570,Harris-Stowe State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,15879.0,20511.0,,5388.0,10020.0,9491,0,8032,0
571,Hartwick College,1.0,30574,Most difficult,17,3.91,715.0,700.0,61556,,,46926,,,12830,82,40326,27653
572,Harvard University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
573,Harvey Mudd College,1.0,30574,Most difficult,17,3.91,715.0,700.0,75003,,,56626,,,18127,100,46502,31594
574,Hastings College,1.0,30574,Most difficult,17,3.91,715.0,700.0,44678,,,30050,,,9700,81,22540,27784
575,Haverford College,1.0,30574,Most difficult,17,3.91,715.0,700.0,73902,,,54592,,,16402,100,55623,11000
576,Hawaii Pacific University,1.0,30574,Most difficult,17,3.91,715.0,700.0,44334,,,25980,,,14800,50,19107,27481
577,Hebrew College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
578,Heidelberg University,1.0,30574,Most difficult,17,3.91,715.0,700.0,44400,,,31000,,,10400,82,28018,35872
579,Helene Fuld College of Nursing,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
580,Henderson State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,20931.0,22581.0,,8311.0,9961.0,7320,45,9279,20638
581,Hendrix College,1.0,30574,Most difficult,17,3.91,715.0,700.0,62174,,,45790,,,12284,Not reported,Not reported,27786
582,Heritage Christian University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,93,11446,Not reported
583,Heritage University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,17824,,,Not reported,57,8475,11909
584,Herzing University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
585,High Point University,1.0,30574,Most difficult,17,3.91,715.0,700.0,52998,,,35118,,,14130,57,16524,39597
586,Hilbert College,1.0,30574,Most difficult,17,3.91,715.0,700.0,31750,,,22350,,,9350,76,16942,19613
587,Hillsdale College,1.0,30574,Most difficult,17,3.91,715.0,700.0,42103,,,27578,,,11000,60,18074,32199
588,Hiram College,1.0,30574,Most difficult,17,3.91,715.0,700.0,49743,,,36358,,,10290,73,32029,37771
589,Hobart and William Smith Colleges,1.0,30574,Most difficult,17,3.91,715.0,700.0,71400,,,55255,,,14035,82,41441,33205
590,Hodges University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,14180,,,Not reported,70,9275,17775
591,Hofstra University,1.0,30574,Most difficult,17,3.91,715.0,700.0,64458,,,45700,,,15708,72,34000,Not reported
592,Hollins University,1.0,30574,Most difficult,17,3.91,715.0,700.0,56940,,,40010,,,13930,85,37586,33408
593,Holy Apostles College and Seminary,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,9670,,,Not reported,Not reported,Not reported,Not reported
594,Holy Cross College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
595,Holy Family University,1.0,30574,Most difficult,17,3.91,715.0,700.0,47310,,,30346,,,13576,81,25350,36609
596,Holy Names University,1.0,30574,Most difficult,17,3.91,715.0,700.0,57663,,,39316,,,13190,28,18950,10500
597,Hood College,1.0,30574,Most difficult,17,3.91,715.0,700.0,58450,,,41060,,,12880,76,32979,35237
598,Hope College,1.0,30574,Most difficult,17,3.91,715.0,700.0,46960,,,34010,,,10310,80,28043,35635
599,Hope International University,1.0,30574,Most difficult,17,3.91,715.0,700.0,49047,,,33400,,,10490,26,20427,33016
600,Houghton College,1.0,30574,Most difficult,17,3.91,715.0,700.0,41776,,,32488,,,9288,61,21632,32861
601,Houston Baptist University,1.0,30574,Most difficult,17,3.91,715.0,700.0,46826,,,32530,,,8814,72,28730,33667
602,Howard Payne University,1.0,30574,Most difficult,17,3.91,715.0,700.0,40372,,,28090,,,8386,75,20353,34875
603,Howard University,1.0,30574,Most difficult,17,3.91,715.0,700.0,40651,,,26756,,,13895,63,14968,26181
604,Hult International Business School,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
605,Humboldt State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,25598.0,37478.0,,7676.0,19556.0,13562,69,13926,23368
606,Humphreys University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
607,"Hunter College, CUNY",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
608,Huntingdon College,1.0,30574,Most difficult,17,3.91,715.0,700.0,39235,,,27400,,,9500,67,19451,32201
609,Huntington University,1.0,30574,Most difficult,17,3.91,715.0,700.0,34848,,,26180,,,8668,71,20385,32515
610,Husson University,1.0,30574,Most difficult,17,3.91,715.0,700.0,31280,,,17600,,,9830,65,15351,33412
611,Huston-Tillotson University,1.0,30574,Most difficult,17,3.91,715.0,700.0,23414,,,14346,,,7568,Not reported,Not reported,Not reported
612,Icahn School of Medicine at Mount Sinai,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
613,Idaho State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,21111.0,35887.0,,7166.0,21942.0,7024,46,8111,29167
614,Illinois College,1.0,30574,Most difficult,17,3.91,715.0,700.0,43870,,,33090,,,9280,89,29210,32156
615,Illinois College of Optometry,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
616,Illinois Institute of Technology,1.0,30574,Most difficult,17,3.91,715.0,700.0,65386,,,47296,,,12762,86,43023,32671
617,Illinois State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,29758.0,41282.0,,14516.0,26040.0,9850,43,11555,30240
618,Illinois Wesleyan University,1.0,30574,Most difficult,17,3.91,715.0,700.0,61020,,,47636,,,10984,87,40150,35077
619,Immaculata University,1.0,30574,Most difficult,17,3.91,715.0,700.0,45870,,,27350,,,12620,60,16990,48174
620,Indian River State College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
621,Indiana Institute of Technology,1.0,30574,Most difficult,17,3.91,715.0,700.0,36920,,,26900,,,10020,69,21959,41844
622,Indiana State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,23146.0,33892.0,,9090.0,19836.0,10590,82,10645,26833
623,Indiana University - Purdue University Indianapolis,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
624,Indiana University Bloomington,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24779.0,49554.0,,10681.0,35456.0,10466,71,14209,28352
625,Indiana University East,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,7344.0,19400.0,Not reported,71,9126,22790
626,Indiana University Fort Wayne,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
627,Indiana University Kokomo,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,7344.0,19400.0,Not reported,67,8435,23454
628,Indiana University Northwest,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,7344.0,19400.0,Not reported,69,8496,27466
629,Indiana University of Pennsylvania,0.0,30574,Most difficult,17,3.91,715.0,700.0,,28745.0,33065.0,,12979.0,17299.0,12592,55,10634,39284
630,Indiana University South Bend,0.0,30574,Most difficult,17,3.91,715.0,700.0,,19966.0,32022.0,,7344.0,19400.0,Not reported,65,9085,25293
631,Indiana University Southeast,0.0,30574,Most difficult,17,3.91,715.0,700.0,,20838.0,32894.0,,7344.0,19400.0,Not reported,64,8338,21910
632,Indiana Wesleyan University,1.0,30574,Most difficult,17,3.91,715.0,700.0,37760,,,25980,,,8312,92,30090,30355
633,Iona College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,37972,,,Not reported,15,27155,32396
634,Iowa State University of Science and Technology,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
635,Iowa Wesleyan University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
636,Irell and Manella Graduate School of Biological Sciences,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
637,Ithaca College,1.0,30574,Most difficult,17,3.91,715.0,700.0,64377,,,45274,,,15856,92,39395,39913
638,Jackson State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,17498.0,28726.0,,7946.0,19174.0,9552,54,12592,29864
639,Jacksonville State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,10930.0,20764.0,Not reported,0,9298,Not reported
640,Jacksonville University,1.0,30574,Most difficult,17,3.91,715.0,700.0,56695,,,38140,,,14330,89,31575,Not reported
641,James Madison University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26230.0,42944.0,,11386.0,28100.0,10092,34,9808,29189
642,Jamestown Business College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
643,Jarvis Christian College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,81,10530,29296
644,Jefferson College of Health Sciences,1.0,30574,Most difficult,17,3.91,715.0,700.0,45686,,,26866,,,9514,Not reported,Not reported,Not reported
645,John Brown University,1.0,30574,Most difficult,17,3.91,715.0,700.0,39802,,,26928,,,9224,80,22528,27732
646,John Carroll University,1.0,30574,Most difficult,17,3.91,715.0,700.0,57789,,,41340,,,11874,79,31122,33508
647,John F. Kennedy University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
648,John Jay College of Criminal Justice,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,7270.0,14940.0,Not reported,85,8697,Not reported
649,John Paul the Great Catholic University,1.0,30574,Most difficult,17,3.91,715.0,700.0,40614,,,27000,,,Not reported,45,18335,Not reported
650,Johns Hopkins University,1.0,30574,Most difficult,17,3.91,715.0,700.0,73066,,,53740,,,15836,100,47492,25697
651,Johnson and Wales University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
652,Johnson C. Smith University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
653,Johnson University,1.0,30574,Most difficult,17,3.91,715.0,700.0,28960,,,16060,,,6700,63,11285,24353
654,Judson College,1.0,30574,Most difficult,17,3.91,715.0,700.0,29100,,,18510,,,10590,Not reported,Not reported,Not reported
655,Judson University,1.0,30574,Most difficult,17,3.91,715.0,700.0,43980,,,29870,,,10290,63,22414,39724
656,Juniata College,1.0,30574,Most difficult,17,3.91,715.0,700.0,62125,,,47075,,,12800,87,38656,31156
657,Kalamazoo College,1.0,30574,Most difficult,17,3.91,715.0,700.0,63176,,,50412,,,10134,94,44862,32226
658,Kansas City Art Institute,1.0,30574,Most difficult,17,3.91,715.0,700.0,56700,,,38400,,,10400,69,28520,37096
659,Kansas City University of Medicine and Biosciences,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
660,Kansas State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24953.0,40457.0,,10383.0,25887.0,9680,81,13500,28318
661,Kansas Wesleyan University,1.0,30574,Most difficult,17,3.91,715.0,700.0,42700,,,29500,,,9800,62,20665,34526
662,Kean University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,30475.0,37510.0,,12348.0,19383.0,14470,80,11285,33407
663,Keck Graduate Institute,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
664,Keene State College,0.0,30574,Most difficult,17,3.91,715.0,700.0,,27988.0,36952.0,,14212.0,23176.0,11026,65,13334,39687
665,Keiser University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
666,Kendall College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,56,19817,Not reported
667,Kennesaw State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26733.0,40459.0,,7432.0,21158.0,11467,44,13087,25525
668,Kent State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26306.0,35008.0,,10012.0,18714.0,11362,61,11414,32800
669,Kentucky Christian University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,30578
670,Kentucky State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,17120.0,28028.0,,7796.0,18704.0,6690,68,14963,27331
671,Kentucky Wesleyan College,1.0,30574,Most difficult,17,3.91,715.0,700.0,43041,,,26080,,,9764,Not reported,Not reported,24150
672,Kenyon College,1.0,30574,Most difficult,17,3.91,715.0,700.0,71710,,,55930,,,12510,100,44844,26271
673,Kettering College,1.0,30574,Most difficult,17,3.91,715.0,700.0,20300,,,16200,,,Not reported,Not reported,Not reported,Not reported
674,Kettering University,1.0,30574,Most difficult,17,3.91,715.0,700.0,51730,,,43490,,,8240,66,25386,Not reported
675,Keuka College,1.0,30574,Most difficult,17,3.91,715.0,700.0,43899,,,32043,,,11856,58,22739,12403
676,Keystone College,1.0,30574,Most difficult,17,3.91,715.0,700.0,41770,,,26720,,,11900,70,18996,Not reported
677,King University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
