,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
894,Mount Holyoke College,1.0,30574,Most difficult,17,3.91,715.0,700.0,66558,,,49998,,,14660,100,40620,25538
895,Mount Ida College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
896,Mount Marty College,1.0,30574,Most difficult,17,3.91,715.0,700.0,41897,,,28125,,,8146,89,31393,38026
897,Mount Mary University,1.0,30574,Most difficult,17,3.91,715.0,700.0,46202,,,30100,,,8600,75,28012,27854
898,Mount Mercy University,1.0,30574,Most difficult,17,3.91,715.0,700.0,46532,,,31998,,,9534,79,28074,25739
899,Mount Saint Mary College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
900,Mount Saint Mary's University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
901,Mount St. Joseph University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
902,Mount St. Mary's University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
903,Mount Vernon Nazarene University,1.0,30574,Most difficult,17,3.91,715.0,700.0,42664,,,29194,,,8170,72,27335,22778
904,Muhlenberg College,1.0,30574,Most difficult,17,3.91,715.0,700.0,67655,,,52595,,,11765,87,41076,32963
905,Multnomah University,1.0,30574,Most difficult,17,3.91,715.0,700.0,37870,,,25900,,,8870,51,9693,21020
906,Murray State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,23472.0,38928.0,,9084.0,24540.0,9190,44,13196,28277
907,Muskingum University,1.0,30574,Most difficult,17,3.91,715.0,700.0,43390,,,28878,,,11762,78,26970,38012
908,Naropa University,1.0,30574,Most difficult,17,3.91,715.0,700.0,45139,,,32290,,,12849,68,24536,38199
909,National American University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
910,National Defense University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
911,National Louis University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,12846,,,Not reported,53,18689,29900
912,National University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,13320,,,Not reported,Not reported,Not reported,52986
913,National University of Health Sciences,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
914,Naval Postgraduate School,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
915,Nazarene Bible College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,11760,,,Not reported,92,7940,33289
916,Nazareth College,1.0,30574,Most difficult,17,3.91,715.0,700.0,48010,,,34280,,,13730,85,27996,42412
917,Nebraska Christian College,1.0,30574,Most difficult,17,3.91,715.0,700.0,33194,,,17665,,,9020,31,8973,16843
918,Nebraska Methodist College,1.0,30574,Most difficult,17,3.91,715.0,700.0,32116,,,16308,,,9586,51,11136,33768
919,Nebraska Wesleyan University,1.0,30574,Most difficult,17,3.91,715.0,700.0,44582,,,34082,,,9500,73,24357,31715
920,Neumann University,1.0,30574,Most difficult,17,3.91,715.0,700.0,47990,,,31400,,,13020,72,25156,45011
921,Neumont University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
922,Nevada State College,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,5138.0,12020.0,Not reported,Not reported,Not reported,Not reported
923,New College of Florida,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,6916.0,29944.0,Not reported,97,15496,17466
924,New England College,1.0,30574,Most difficult,17,3.91,715.0,700.0,55840,,,38670,,,14170,64,31129,37747
925,New England College of Business,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
926,New England College of Optometry,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
927,New England Conservatory,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
928,New England Institute of Technology,1.0,30574,Most difficult,17,3.91,715.0,700.0,46701,,,30840,,,14340,Not reported,Not reported,Not reported
929,New Hope Christian College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
930,New Jersey City University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24072.0,33486.0,,12000.0,21414.0,12072,52,12037,28538
931,New Jersey Institute of Technology,0.0,30574,Most difficult,17,3.91,715.0,700.0,,37738.0,53150.0,,17338.0,32750.0,13600,57,14576,42099
932,New Mexico Highlands University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,19159.0,23311.0,,6150.0,10302.0,7872,57,9446,18767
933,New Mexico Institute of Mining and Technology,0.0,30574,Most difficult,17,3.91,715.0,700.0,,16136.0,30634.0,,7934.0,22432.0,8202,81,11791,26817
934,New Mexico State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,21545.0,36629.0,,6686.0,21770.0,9252,77,15430,20354
935,New York Academy of Art,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
936,"New York City College of Technology, CUNY",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
937,New York College of Podiatric Medicine,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
938,New York Institute of Technology,1.0,30574,Most difficult,17,3.91,715.0,700.0,55460,,,36890,,,14290,Not reported,30352,Not reported
939,New York Law School,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
940,New York Medical College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
941,New York School of Interior Design,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,33834,,,Not reported,26,11321,65401
942,New York University,1.0,30574,Most difficult,17,3.91,715.0,700.0,74676,,,51828,,,18156,65,35140,29923
943,Newberry College,1.0,30574,Most difficult,17,3.91,715.0,700.0,40802,,,26424,,,10666,71,22073,22380
944,Newbury College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
945,Newman University,1.0,30574,Most difficult,17,3.91,715.0,700.0,42740,,,30564,,,8406,73,23075,32133
946,NewSchool of Architecture and Design,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
947,Niagara University,1.0,30574,Most difficult,17,3.91,715.0,700.0,50030,,,33180,,,13200,82,29053,34484
948,Nicholls State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22422.0,23515.0,,7886.0,8979.0,9790,66,11601,Not reported
949,Nichols College,1.0,30574,Most difficult,17,3.91,715.0,700.0,53565,,,35715,,,14250,90,28979,34873
950,Norfolk State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,19850.0,31018.0,,9490.0,20658.0,10360,Not reported,Not reported,Not reported
951,North Carolina Agricultural and Technical State University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
952,North Carolina Central University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,21959.0,34666.0,,6566.0,19273.0,8446,60,15266,44228
953,North Carolina State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,23977.0,43320.0,,9101.0,28444.0,11078,73,12832,24053
954,North Carolina Wesleyan College,1.0,30574,Most difficult,17,3.91,715.0,700.0,42600,,,30150,,,10050,75,13622,7269
955,North Central College,1.0,30574,Most difficult,17,3.91,715.0,700.0,49899,,,38880,,,11019,83,28633,38267
956,North Central University,1.0,30574,Most difficult,17,3.91,715.0,700.0,31640,,,24240,,,7400,Not reported,Not reported,21965
957,North Dakota State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22179.0,26158.0,,9294.0,13273.0,8565,38,7084,Not reported
958,North Greenville University,1.0,30574,Most difficult,17,3.91,715.0,700.0,29990,,,19750,,,10240,Not reported,5074,Not reported
959,North Park University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,11550,Not reported
960,Northeast Ohio Medical University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
961,Northeastern Illinois University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,31835.0,42250.0,,12551.0,22966.0,11424,21,10971,16220
962,Northeastern State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,17596.0,25666.0,,6650.0,14720.0,7638,97,12346,19652
963,Northeastern University,1.0,30574,Most difficult,17,3.91,715.0,700.0,67792,,,51522,,,16270,100,38906,Not reported
964,Northern Arizona University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,27318.0,41582.0,,11564.0,25828.0,10334,66,13674,23685
965,Northern Illinois University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,27622.0,37087.0,,12262.0,21727.0,10880,61,12641,33912
966,Northern Kentucky University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,23354.0,33002.0,,10032.0,19680.0,10022,74,13139,26502
967,Northern Michigan University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24441.0,30321.0,,10729.0,16609.0,10666,64,12027,30459
968,Northern New Mexico College,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
969,Northern State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,21324.0,24253.0,,8280.0,11209.0,7844,74,10057,29968
970,Northern Vermont University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
971,Northland College,1.0,30574,Most difficult,17,3.91,715.0,700.0,48809,,,36183,,,9176,79,33487,31106
972,Northpoint Bible College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
973,Northwest Christian University,1.0,30574,Most difficult,17,3.91,715.0,700.0,44410,,,31410,,,9700,83,24715,28617
974,Northwest Florida State College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
975,Northwest Missouri State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22796.0,29449.0,,9805.0,16458.0,10016,72,11073,36117
976,Northwest Nazarene University,1.0,30574,Most difficult,17,3.91,715.0,700.0,41040,,,29800,,,7400,26,27125,33518
977,Northwest University,1.0,30574,Most difficult,17,3.91,715.0,700.0,43440,,,31540,,,8630,73,18204,24930
978,Northwestern College,1.0,30574,Most difficult,17,3.91,715.0,700.0,44600,,,31100,,,9200,96,25084,32164
979,Northwestern Health Sciences University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
980,Northwestern Oklahoma State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,12715.0,20156.0,,7035.0,14476.0,4480,Not reported,Not reported,Not reported
981,Northwestern State University of Louisiana,0.0,30574,Most difficult,17,3.91,715.0,700.0,,19210.0,29998.0,,8580.0,19368.0,9230,76,15756,27750
982,Northwestern University,1.0,30574,Most difficult,17,3.91,715.0,700.0,75698,,,54567,,,16626,Not reported,Not reported,19718
983,Northwood University,1.0,30574,Most difficult,17,3.91,715.0,700.0,37540,,,27060,,,10480,61,20656,31992
984,Norwich University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,77,30302,32498
985,Notre Dame College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
986,Notre Dame de Namur University,1.0,30574,Most difficult,17,3.91,715.0,700.0,56538,,,35350,,,14494,65,30013,27403
987,Notre Dame of Maryland University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,79,28928,32346
988,Nova Southeastern University,1.0,30574,Most difficult,17,3.91,715.0,700.0,48781,,,30900,,,Not reported,88,34675,31438
989,Nyack College,1.0,30574,Most difficult,17,3.91,715.0,700.0,40497,,,25350,,,9450,Not reported,Not reported,28926
990,Oak Hills Christian College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,66,8003,20233
991,Oakland City University,1.0,30574,Most difficult,17,3.91,715.0,700.0,41093,,,24300,,,10400,91,23399,Not reported
992,Oakland University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,25128.0,36581.0,,12420.0,23873.0,9910,78,15300,26968
993,Oakwood University,1.0,30574,Most difficult,17,3.91,715.0,700.0,33922,,,16720,,,9312,65,5800,15000
994,Oberlin College,1.0,30574,Most difficult,17,3.91,715.0,700.0,73298,,,55052,,,16338,100,46044,27523
995,Occidental College,1.0,30574,Most difficult,17,3.91,715.0,700.0,76600,,,56576,,,16034,100,48092,32055
996,Oglethorpe University,1.0,30574,Most difficult,17,3.91,715.0,700.0,57460,,,40110,,,13400,79,34945,32739
997,Ohio Christian University,1.0,30574,Most difficult,17,3.91,715.0,700.0,28782,,,20706,,,8076,50,11000,30000
998,Ohio Dominican University,1.0,30574,Most difficult,17,3.91,715.0,700.0,46092,,,31680,,,11220,92,12467,13500
999,Ohio Northern University,1.0,30574,Most difficult,17,3.91,715.0,700.0,47768,,,32260,,,11650,26,27858,39221
1000,Ohio University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,27850.0,37314.0,,12192.0,21656.0,11830,56,9487,27993
1001,Ohio University Southern,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,50,5501,27993
1002,Ohio University-Chillicothe,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,46,6072,27993
1003,Ohio Valley University,1.0,30574,Most difficult,17,3.91,715.0,700.0,29730,,,21750,,,7980,53,14876,8949
1004,Ohio Wesleyan University,1.0,30574,Most difficult,17,3.91,715.0,700.0,61740,,,45760,,,12430,76,37371,33814
1005,Oklahoma Baptist University,1.0,30574,Most difficult,17,3.91,715.0,700.0,43204,,,29864,,,7490,84,23536,24451
1006,Oklahoma Christian University,1.0,30574,Most difficult,17,3.91,715.0,700.0,37900,,,23750,,,8550,54,23980,30395
1007,Oklahoma City University,1.0,30574,Most difficult,17,3.91,715.0,700.0,44482,,,31026,,,8896,68,23044,25760
1008,Oklahoma Panhandle State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,15311.0,16250.0,,7120.0,8059.0,5002,Not reported,Not reported,Not reported
1009,Oklahoma State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24200.0,39720.0,,9019.0,24539.0,8996,77,15414,24701
1010,Oklahoma Wesleyan University,1.0,30574,Most difficult,17,3.91,715.0,700.0,35300,,,26956,,,8344,57,15663,25234
1011,Old Dominion University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,28108.0,47008.0,,11184.0,30084.0,12338,42,11471,33545
1012,Olivet College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,80,19545,26872
1013,Olivet Nazarene University,1.0,30574,Most difficult,17,3.91,715.0,700.0,47670,,,36070,,,7900,85,31638,32205
1014,Oral Roberts University,1.0,30574,Most difficult,17,3.91,715.0,700.0,42660,,,27728,,,9450,90,27859,32745
1015,Oregon Health & Science University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1016,Oregon Institute of Technology,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24810.0,42878.0,,9987.0,28055.0,9640,38,10104,29685
1017,Oregon State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,28193.0,47168.0,,11166.0,30141.0,12855,71,13056,28482
1018,Otis College of Art and Design,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,58,24098,33694
1019,Ottawa University,1.0,30574,Most difficult,17,3.91,715.0,700.0,35690,,,29690,,,6000,Not reported,Not reported,Not reported
1020,Otterbein University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,31874,,,Not reported,71,23396,Not reported
1021,Ouachita Baptist University,1.0,30574,Most difficult,17,3.91,715.0,700.0,40200,,,27900,,,8000,82,23147,22983
1022,Our Lady of the Lake University,1.0,30574,Most difficult,17,3.91,715.0,700.0,42942,,,28740,,,9602,87,23250,34224
1023,Ozark Christian College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1024,Pace University,1.0,30574,Most difficult,17,3.91,715.0,700.0,66499,,,45280,,,18529,72,34139,36113
1025,Pacific Lutheran University,1.0,30574,Most difficult,17,3.91,715.0,700.0,58258,,,43674,,,10876,90,33458,Not reported
1026,Pacific Northwest College of Art,1.0,30574,Most difficult,17,3.91,715.0,700.0,47736,,,38250,,,Not reported,57,11185,22155
1027,Pacific Oaks College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1028,Pacific Union College,1.0,30574,Most difficult,17,3.91,715.0,700.0,29370,,,21060,,,8310,65,26516,40263
1029,Pacific University,1.0,30574,Most difficult,17,3.91,715.0,700.0,59490,,,44298,,,12528,80,37876,35373
1030,Pacifica Graduate Institute,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1031,Paine College,1.0,30574,Most difficult,17,3.91,715.0,700.0,22757,,,16095,,,6662,58,Not reported,2304
1032,Palm Beach Atlantic University,1.0,30574,Most difficult,17,3.91,715.0,700.0,46206,,,32500,,,Not reported,68,24300,27441
1033,Palm Beach State College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1034,Palo Alto University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1035,Pardee RAND Graduate School,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1036,Park University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1037,Parker University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1038,Patten University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1039,Paul Quinn College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,97,7988,6102
1040,Paul Smith's College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1041,Peirce College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,15060,,,Not reported,Not reported,Not reported,Not reported
1042,Penn State College of Medicine,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1043,Penn State University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1044,Pennsylvania Academy of the Fine Arts,1.0,30574,Most difficult,17,3.91,715.0,700.0,56646,,,40376,,,Not reported,Not reported,Not reported,Not reported
1045,Pennsylvania College of Art and Design,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1046,Pennsylvania College of Health Sciences,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,27084,,,Not reported,Not reported,Not reported,Not reported
1047,Pennsylvania College of Technology,0.0,30574,Most difficult,17,3.91,715.0,700.0,,32634.0,39774.0,,19230.0,26370.0,11544,22,13117,7218
1048,Pensacola State College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1049,Pepperdine University,1.0,30574,Most difficult,17,3.91,715.0,700.0,73002,,,53932,,,15320,74,39938,31410
1050,Peru State College,0.0,30574,Most difficult,17,3.91,715.0,700.0,16248,,,7452,,,8796,Not reported,Not reported,Not reported
1051,Pfeiffer University,1.0,30574,Most difficult,17,3.91,715.0,700.0,44960,,,30234,,,11226,77,23842,Not reported
1052,Philander Smith College,1.0,30574,Most difficult,17,3.91,715.0,700.0,22614,,,12714,,,5192,51,12704,46965
1053,Phillips Graduate University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1054,Piedmont College,1.0,30574,Most difficult,17,3.91,715.0,700.0,41650,,,26692,,,10524,75,22820,30780
1055,Piedmont International University,1.0,30574,Most difficult,17,3.91,715.0,700.0,21535,,,10100,,,7185,40,8055,Not reported
1056,Pillar College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1057,Pine Manor College,1.0,30574,Most difficult,17,3.91,715.0,700.0,45706,,,31876,,,13830,79,33614,34970
1058,Pittsburg State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,19764.0,31108.0,,7298.0,18642.0,7700,Not reported,Not reported,24389
1059,Pitzer College,1.0,30574,Most difficult,17,3.91,715.0,700.0,73400,,,54056,,,16844,100,44390,17848
1060,Plaza College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1061,Plymouth State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,28750.0,37420.0,,14099.0,22769.0,11100,58,10552,36932
1062,Point Loma Nazarene University,1.0,30574,Most difficult,17,3.91,715.0,700.0,51308,,,35700,,,10450,69,24124,34653
1063,Point Park University,1.0,30574,Most difficult,17,3.91,715.0,700.0,43650,,,31450,,,12200,76,28190,27924
1064,Point University,1.0,30574,Most difficult,17,3.91,715.0,700.0,29285,,,21285,,,8000,Not reported,Not reported,Not reported
1065,Polk State College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1066,Pomona College,1.0,30574,Most difficult,17,3.91,715.0,700.0,71996,,,52780,,,16716,100,56538,17303
1067,Pontifical Faculty of the Immaculate Conception,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1068,Portland State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26352.0,44307.0,,9105.0,27060.0,13482,57,10928,26867
1069,Post University,1.0,30574,Most difficult,17,3.91,715.0,700.0,45900,,,29550,,,10600,Not reported,Not reported,20246
1070,Prairie View A&M University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1071,Pratt Institute,1.0,30574,Most difficult,17,3.91,715.0,700.0,67742,,,51870,,,12622,63,32445,39237
1072,Presbyterian College,1.0,30574,Most difficult,17,3.91,715.0,700.0,49140,,,38660,,,10480,88,38329,31925
1073,Prescott College,1.0,30574,Most difficult,17,3.91,715.0,700.0,39245,,,30470,,,7700,76,28986,34179
1074,Presentation College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,54,8457,27430
1075,Princeton University,1.0,30574,Most difficult,17,3.91,715.0,700.0,70900,,,50340,,,16360,100,55785,9059
1076,Principia College,1.0,30574,Most difficult,17,3.91,715.0,700.0,43330,,,29470,,,11610,80,34928,21509
1077,Providence Christian College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1078,Providence College,1.0,30574,Most difficult,17,3.91,715.0,700.0,69730,,,52438,,,15140,87,37542,39370
1079,"Purchase College, State University of New York",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1080,Purdue University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22812.0,41614.0,,9992.0,28794.0,10030,77,13616,28440
1081,Purdue University Fort Wayne,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1082,Purdue University Global,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1083,Purdue University Northwest,0.0,30574,Most difficult,17,3.91,715.0,700.0,,23513.0,33195.0,,8439.0,18121.0,7640,12,6044,27902
1084,"Queens College, City University of New York",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1085,Queens University of Charlotte,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,33434,,,Not reported,78,28974,22613
1086,Quincy University,1.0,30574,Most difficult,17,3.91,715.0,700.0,41720,,,27670,,,10500,87,24919,28607
1087,Quinnipiac University,1.0,30574,Most difficult,17,3.91,715.0,700.0,65750,,,47960,,,14990,67,28873,48544
1088,Radford University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24716.0,36351.0,,11210.0,22845.0,9406,80,12223,31547
1089,Ramapo College of New Jersey,0.0,30574,Most difficult,17,3.91,715.0,700.0,,31572.0,40913.0,,14374.0,23715.0,12450,55,11854,35272
1090,Randolph College,1.0,30574,Most difficult,17,3.91,715.0,700.0,58661,,,41131,,,13580,79,35873,42183
1091,Randolph-Macon College,1.0,30574,Most difficult,17,3.91,715.0,700.0,57400,,,42550,,,12220,81,29161,23336
1092,Rasmussen College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1093,Reed College,1.0,30574,Most difficult,17,3.91,715.0,700.0,72500,,,56340,,,14210,100,43844,21697
1094,Regent University,1.0,30574,Most difficult,17,3.91,715.0,700.0,30663,,,19280,,,7080,55,13920,28035
1095,Regis College,1.0,30574,Most difficult,17,3.91,715.0,700.0,56195,,,41015,,,15180,Not reported,Not reported,24178
1096,Regis University,1.0,30574,Most difficult,17,3.91,715.0,700.0,50170,,,36810,,,11560,84,33265,24531
1097,Reinhardt University,1.0,30574,Most difficult,17,3.91,715.0,700.0,34800,,,24300,,,10500,59,15303,27532
1098,Relay Graduate School of Education,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1099,Rensselaer Polytechnic Institute,1.0,30574,Most difficult,17,3.91,715.0,700.0,71998,,,53880,,,15260,82,42575,34595
1100,Research College of Nursing,1.0,30574,Most difficult,17,3.91,715.0,700.0,49290,,,37750,,,10090,Not reported,Not reported,Not reported
1101,Resurrection University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,38448,,,Not reported,Not reported,Not reported,Not reported
1102,Rhode Island College,0.0,30574,Most difficult,17,3.91,715.0,700.0,,21907.0,34670.0,,8929.0,21692.0,12978,65,10132,26594
1103,Rhode Island School of Design,1.0,30574,Most difficult,17,3.91,715.0,700.0,72780,,,52860,,,13720,73,34811,35398
1104,Rhodes College,1.0,30574,Most difficult,17,3.91,715.0,700.0,63037,,,47890,,,11403,93,40678,24187
1105,Rice University,1.0,30574,Most difficult,17,3.91,715.0,700.0,67352,,,49112,,,14140,100,46077,26556
1106,Richmont Graduate University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1107,Rider University,1.0,30574,Most difficult,17,3.91,715.0,700.0,61540,,,42860,,,15280,78,35877,36499
1108,Ringling College of Art and Design,1.0,30574,Most difficult,17,3.91,715.0,700.0,66374,,,46420,,,14670,50,26827,41746
1109,Ripon College,1.0,30574,Most difficult,17,3.91,715.0,700.0,54558,,,43808,,,8400,86,27046,31216
1110,Rivier University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,64,16672,43189
1111,Roanoke College,1.0,30574,Most difficult,17,3.91,715.0,700.0,62943,,,45434,,,14134,83,36301,41187
1112,Robert Morris University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1113,Robert Morris University Illinois,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1114,Roberts Wesleyan College,1.0,30574,Most difficult,17,3.91,715.0,700.0,46387,,,31568,,,10620,77,26581,34679
1115,Rochester College,1.0,30574,Most difficult,17,3.91,715.0,700.0,35210,,,23996,,,8580,Not reported,Not reported,Not reported
1116,Rochester Institute of Technology,1.0,30574,Most difficult,17,3.91,715.0,700.0,59230,,,44130,,,13046,87,35605,41202
1117,Rockford University,1.0,30574,Most difficult,17,3.91,715.0,700.0,44250,,,30930,,,8660,71,21807,35489
1118,Rockhurst University,1.0,30574,Most difficult,17,3.91,715.0,700.0,53031,,,37590,,,9570,86,30058,26198
1119,Rocky Mountain College,1.0,30574,Most difficult,17,3.91,715.0,700.0,42504,,,29552,,,8452,74,24623,32435
1120,Rocky Mountain College of Art and Design,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1121,Rocky Mountain University of Health Professions,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1122,Rocky Vista University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1123,Roger Williams University,1.0,30574,Most difficult,17,3.91,715.0,700.0,53324,,,32510,,,15564,79,22818,44886
1124,Rogers State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,20710.0,29050.0,,7200.0,15540.0,8050,45,8188,13052
1125,Rollins College,1.0,30574,Most difficult,17,3.91,715.0,700.0,67862,,,49760,,,14470,84,41451,31459
